"ClaimID","ClaimSize"
"CLM58351","100K-lessthan200K"
"CLM58356","200KandAbove"
"CLM58359","100K-lessthan200K"
"CLM58360","lessthan100K"
"CLM58362","lessthan100K"
"CLM58368","lessthan100K"
"CLM58373","lessthan100K"
"CLM58377","100K-lessthan200K"
"CLM58378","lessthan100K"
"CLM58381","100K-lessthan200K"
"CLM58390","lessthan100K"
"CLM58391","lessthan100K"
"CLM58396","100K-lessthan200K"
"CLM58400","lessthan100K"
"CLM58407","lessthan100K"
"CLM58411","lessthan100K"
"CLM58415","200KandAbove"
"CLM58418","lessthan100K"
"CLM58419","200KandAbove"
"CLM58422","100K-lessthan200K"
"CLM58423","lessthan100K"
"CLM58424","lessthan100K"
"CLM58425","100K-lessthan200K"
"CLM58427","lessthan100K"
"CLM58428","lessthan100K"
"CLM58429","100K-lessthan200K"
"CLM58432","lessthan100K"
"CLM58434","100K-lessthan200K"
"CLM58446","200KandAbove"
"CLM58448","200KandAbove"
"CLM58450","lessthan100K"
"CLM58451","100K-lessthan200K"
"CLM58452","lessthan100K"
"CLM58458","lessthan100K"
"CLM58459","100K-lessthan200K"
"CLM58462","lessthan100K"
"CLM58466","lessthan100K"
"CLM58467","100K-lessthan200K"
"CLM58470","lessthan100K"
"CLM58475","lessthan100K"
"CLM58481","200KandAbove"
"CLM58482","lessthan100K"
"CLM58485","lessthan100K"
"CLM58491","lessthan100K"
"CLM58494","lessthan100K"
"CLM58500","lessthan100K"
"CLM58503","lessthan100K"
"CLM58514","200KandAbove"
"CLM58515","200KandAbove"
"CLM58517","100K-lessthan200K"
"CLM58518","200KandAbove"
"CLM58523","lessthan100K"
"CLM58525","lessthan100K"
"CLM58528","100K-lessthan200K"
"CLM58532","200KandAbove"
"CLM58533","100K-lessthan200K"
"CLM58538","100K-lessthan200K"
"CLM58543","lessthan100K"
"CLM58546","200KandAbove"
"CLM58549","lessthan100K"
"CLM58551","100K-lessthan200K"
"CLM58554","lessthan100K"
"CLM58561","lessthan100K"
"CLM58562","lessthan100K"
"CLM58569","lessthan100K"
"CLM58572","lessthan100K"
"CLM58574","200KandAbove"
"CLM58578","200KandAbove"
"CLM58581","lessthan100K"
"CLM58583","lessthan100K"
"CLM58595","lessthan100K"
"CLM58606","lessthan100K"
"CLM58612","lessthan100K"
"CLM58616","200KandAbove"
"CLM58621","100K-lessthan200K"
"CLM58628","100K-lessthan200K"
"CLM58629","lessthan100K"
"CLM58630","100K-lessthan200K"
"CLM58634","200KandAbove"
"CLM58635","lessthan100K"
"CLM58637","lessthan100K"
"CLM58639","200KandAbove"
"CLM58642","100K-lessthan200K"
"CLM58661","100K-lessthan200K"
"CLM58663","lessthan100K"
"CLM58666","lessthan100K"
"CLM58675","lessthan100K"
"CLM58677","200KandAbove"
"CLM58678","lessthan100K"
"CLM58688","100K-lessthan200K"
"CLM58693","lessthan100K"
"CLM58694","lessthan100K"
"CLM58702","lessthan100K"
"CLM58703","100K-lessthan200K"
"CLM58706","lessthan100K"
"CLM58714","lessthan100K"
"CLM58715","lessthan100K"
"CLM58717","200KandAbove"
"CLM58720","lessthan100K"
"CLM58730","100K-lessthan200K"
"CLM58731","100K-lessthan200K"
"CLM58735","lessthan100K"
"CLM58739","lessthan100K"
"CLM58740","lessthan100K"
"CLM58743","lessthan100K"
"CLM58744","100K-lessthan200K"
"CLM58746","100K-lessthan200K"
"CLM58749","100K-lessthan200K"
"CLM58759","100K-lessthan200K"
"CLM58760","100K-lessthan200K"
"CLM58761","lessthan100K"
"CLM58770","lessthan100K"
"CLM58774","lessthan100K"
"CLM58781","200KandAbove"
"CLM58785","100K-lessthan200K"
"CLM58786","lessthan100K"
"CLM58787","lessthan100K"
"CLM58790","lessthan100K"
"CLM58800","200KandAbove"
"CLM58801","lessthan100K"
"CLM58803","lessthan100K"
"CLM58805","lessthan100K"
"CLM58807","100K-lessthan200K"
"CLM58809","100K-lessthan200K"
"CLM58813","lessthan100K"
"CLM58820","100K-lessthan200K"
"CLM58822","200KandAbove"
"CLM58826","lessthan100K"
"CLM58830","lessthan100K"
"CLM58833","100K-lessthan200K"
"CLM58835","lessthan100K"
"CLM58838","lessthan100K"
"CLM58840","100K-lessthan200K"
"CLM58847","100K-lessthan200K"
"CLM58853","100K-lessthan200K"
"CLM58855","100K-lessthan200K"
"CLM58860","lessthan100K"
"CLM58864","100K-lessthan200K"
"CLM58870","lessthan100K"
"CLM58874","lessthan100K"
"CLM58875","lessthan100K"
"CLM58879","lessthan100K"
"CLM58882","lessthan100K"
"CLM58885","lessthan100K"
"CLM58886","lessthan100K"
"CLM58887","lessthan100K"
"CLM58895","lessthan100K"
"CLM58897","lessthan100K"
"CLM58900","200KandAbove"
"CLM58905","200KandAbove"
"CLM58906","200KandAbove"
"CLM58907","lessthan100K"
"CLM58909","lessthan100K"
"CLM58910","lessthan100K"
"CLM58912","200KandAbove"
"CLM58914","200KandAbove"
"CLM58915","100K-lessthan200K"
"CLM58918","lessthan100K"
"CLM58928","lessthan100K"
"CLM58932","100K-lessthan200K"
"CLM58939","100K-lessthan200K"
"CLM58944","lessthan100K"
"CLM58948","lessthan100K"
"CLM58951","lessthan100K"
"CLM58961","100K-lessthan200K"
"CLM58967","lessthan100K"
"CLM58969","200KandAbove"
"CLM58970","lessthan100K"
"CLM58974","200KandAbove"
"CLM58976","200KandAbove"
"CLM58978","lessthan100K"
"CLM58979","lessthan100K"
"CLM58985","lessthan100K"
"CLM58990","lessthan100K"
"CLM58994","100K-lessthan200K"
"CLM58996","lessthan100K"
"CLM58998","200KandAbove"
"CLM59000","100K-lessthan200K"
"CLM59002","lessthan100K"
"CLM59004","200KandAbove"
"CLM59013","lessthan100K"
"CLM59017","lessthan100K"
"CLM59020","lessthan100K"
"CLM59027","200KandAbove"
"CLM59029","lessthan100K"
"CLM59041","lessthan100K"
"CLM59046","lessthan100K"
"CLM59047","lessthan100K"
"CLM59048","lessthan100K"
"CLM59053","100K-lessthan200K"
"CLM59055","lessthan100K"
"CLM59056","lessthan100K"
"CLM59057","lessthan100K"
"CLM59059","100K-lessthan200K"
"CLM59070","lessthan100K"
"CLM59071","lessthan100K"
"CLM59075","lessthan100K"
"CLM59080","lessthan100K"
"CLM59084","lessthan100K"
"CLM59089","lessthan100K"
"CLM59090","lessthan100K"
"CLM59093","lessthan100K"
"CLM59094","lessthan100K"
"CLM59098","100K-lessthan200K"
"CLM59105","200KandAbove"
"CLM59109","200KandAbove"
"CLM59112","lessthan100K"
"CLM59113","lessthan100K"
"CLM59117","lessthan100K"
"CLM59118","lessthan100K"
"CLM59122","lessthan100K"
"CLM59128","lessthan100K"
"CLM59131","200KandAbove"
"CLM59136","100K-lessthan200K"
"CLM59146","lessthan100K"
"CLM59152","200KandAbove"
"CLM59155","100K-lessthan200K"
"CLM59157","lessthan100K"
"CLM59163","lessthan100K"
"CLM59167","100K-lessthan200K"
"CLM59169","100K-lessthan200K"
"CLM59170","lessthan100K"
"CLM59173","lessthan100K"
"CLM59176","100K-lessthan200K"
"CLM59184","lessthan100K"
"CLM59185","lessthan100K"
"CLM59187","lessthan100K"
"CLM59190","lessthan100K"
"CLM59192","100K-lessthan200K"
"CLM59198","100K-lessthan200K"
"CLM59199","lessthan100K"
"CLM59205","100K-lessthan200K"
"CLM59217","lessthan100K"
"CLM59228","100K-lessthan200K"
"CLM59239","lessthan100K"
"CLM59240","lessthan100K"
"CLM59242","100K-lessthan200K"
"CLM59243","200KandAbove"
"CLM59247","100K-lessthan200K"
"CLM59249","lessthan100K"
"CLM59254","lessthan100K"
"CLM59257","200KandAbove"
"CLM59261","lessthan100K"
"CLM59269","100K-lessthan200K"
"CLM59270","lessthan100K"
"CLM59274","lessthan100K"
"CLM59277","100K-lessthan200K"
"CLM59291","100K-lessthan200K"
"CLM59294","lessthan100K"
"CLM59302","lessthan100K"
"CLM59303","100K-lessthan200K"
"CLM59304","200KandAbove"
"CLM59306","lessthan100K"
"CLM59312","200KandAbove"
"CLM59313","lessthan100K"
"CLM59317","lessthan100K"
"CLM59327","200KandAbove"
"CLM59331","200KandAbove"
"CLM59344","lessthan100K"
"CLM59350","lessthan100K"
"CLM59352","100K-lessthan200K"
"CLM59355","lessthan100K"
"CLM59358","lessthan100K"
"CLM59361","200KandAbove"
"CLM59363","lessthan100K"
"CLM59364","200KandAbove"
"CLM59366","lessthan100K"
"CLM59371","200KandAbove"
"CLM59379","lessthan100K"
"CLM59385","lessthan100K"
"CLM59386","lessthan100K"
"CLM59388","100K-lessthan200K"
"CLM59389","200KandAbove"
"CLM59392","lessthan100K"
"CLM59393","lessthan100K"
"CLM59399","lessthan100K"
"CLM59406","lessthan100K"
"CLM59412","100K-lessthan200K"
"CLM59413","100K-lessthan200K"
"CLM59419","lessthan100K"
"CLM59420","lessthan100K"
"CLM59421","lessthan100K"
"CLM59426","200KandAbove"
"CLM59432","100K-lessthan200K"
"CLM59433","lessthan100K"
"CLM59439","lessthan100K"
"CLM59440","100K-lessthan200K"
"CLM59442","lessthan100K"
"CLM59444","lessthan100K"
"CLM59445","100K-lessthan200K"
"CLM59450","lessthan100K"
"CLM59451","lessthan100K"
"CLM59454","lessthan100K"
"CLM59460","lessthan100K"
"CLM59468","lessthan100K"
"CLM59479","100K-lessthan200K"
"CLM59483","100K-lessthan200K"
"CLM59488","200KandAbove"
"CLM59489","200KandAbove"
"CLM59493","100K-lessthan200K"
"CLM59501","200KandAbove"
"CLM59519","lessthan100K"
"CLM59522","100K-lessthan200K"
"CLM59523","lessthan100K"
"CLM59524","lessthan100K"
"CLM59530","lessthan100K"
"CLM59536","100K-lessthan200K"
"CLM59539","lessthan100K"
"CLM59540","lessthan100K"
"CLM59541","lessthan100K"
"CLM59542","lessthan100K"
"CLM59547","lessthan100K"
"CLM59548","lessthan100K"
"CLM59551","100K-lessthan200K"
"CLM59553","200KandAbove"
"CLM59557","lessthan100K"
"CLM59558","200KandAbove"
"CLM59563","100K-lessthan200K"
"CLM59564","lessthan100K"
"CLM59567","lessthan100K"
"CLM59568","lessthan100K"
"CLM59570","lessthan100K"
"CLM59574","lessthan100K"
"CLM59576","lessthan100K"
"CLM59578","100K-lessthan200K"
"CLM59580","lessthan100K"
"CLM59582","lessthan100K"
"CLM59584","lessthan100K"
"CLM59586","lessthan100K"
"CLM59592","lessthan100K"
"CLM59594","200KandAbove"
"CLM59596","lessthan100K"
"CLM59600","lessthan100K"
"CLM59603","lessthan100K"
"CLM59607","lessthan100K"
"CLM59608","lessthan100K"
"CLM59611","lessthan100K"
"CLM59612","100K-lessthan200K"
"CLM59621","lessthan100K"
"CLM59625","200KandAbove"
"CLM59632","100K-lessthan200K"
"CLM59636","lessthan100K"
"CLM59638","100K-lessthan200K"
"CLM59643","lessthan100K"
"CLM59646","lessthan100K"
"CLM59650","100K-lessthan200K"
"CLM59652","200KandAbove"
"CLM59656","lessthan100K"
"CLM59662","lessthan100K"
"CLM59663","lessthan100K"
"CLM59666","lessthan100K"
"CLM59675","100K-lessthan200K"
"CLM59676","lessthan100K"
"CLM59677","lessthan100K"
"CLM59680","200KandAbove"
"CLM59683","200KandAbove"
"CLM59688","100K-lessthan200K"
"CLM59690","lessthan100K"
"CLM59692","lessthan100K"
"CLM59699","lessthan100K"
"CLM59703","100K-lessthan200K"
"CLM59708","200KandAbove"
"CLM59718","100K-lessthan200K"
"CLM59722","lessthan100K"
"CLM59726","lessthan100K"
"CLM59728","100K-lessthan200K"
"CLM59729","lessthan100K"
"CLM59732","lessthan100K"
"CLM59734","lessthan100K"
"CLM59735","lessthan100K"
"CLM59736","200KandAbove"
"CLM59738","lessthan100K"
"CLM59739","lessthan100K"
"CLM59745","100K-lessthan200K"
"CLM59755","lessthan100K"
"CLM59756","100K-lessthan200K"
"CLM59757","200KandAbove"
"CLM59758","lessthan100K"
"CLM59759","lessthan100K"
"CLM59761","lessthan100K"
"CLM59763","200KandAbove"
"CLM59765","lessthan100K"
"CLM59766","lessthan100K"
"CLM59779","lessthan100K"
"CLM59780","100K-lessthan200K"
"CLM59781","lessthan100K"
"CLM59796","lessthan100K"
"CLM59798","lessthan100K"
"CLM59799","200KandAbove"
"CLM59805","lessthan100K"
"CLM59809","200KandAbove"
"CLM59817","lessthan100K"
"CLM59825","lessthan100K"
"CLM59830","lessthan100K"
"CLM59834","lessthan100K"
"CLM59835","200KandAbove"
"CLM59844","200KandAbove"
"CLM59847","100K-lessthan200K"
"CLM59848","lessthan100K"
"CLM59855","lessthan100K"
"CLM59880","100K-lessthan200K"
"CLM59883","lessthan100K"
"CLM59885","100K-lessthan200K"
"CLM59895","100K-lessthan200K"
"CLM59901","100K-lessthan200K"
"CLM59907","100K-lessthan200K"
"CLM59915","lessthan100K"
"CLM59916","100K-lessthan200K"
"CLM59917","100K-lessthan200K"
"CLM59921","lessthan100K"
"CLM59923","lessthan100K"
"CLM59926","200KandAbove"
"CLM59931","lessthan100K"
"CLM59933","200KandAbove"
"CLM59935","100K-lessthan200K"
"CLM59937","lessthan100K"
"CLM59942","200KandAbove"
"CLM59957","200KandAbove"
"CLM59962","100K-lessthan200K"
"CLM59973","lessthan100K"
"CLM59976","lessthan100K"
"CLM59979","lessthan100K"
"CLM59985","200KandAbove"
"CLM59995","200KandAbove"
"CLM60000","lessthan100K"
"CLM60006","100K-lessthan200K"
"CLM60007","lessthan100K"
"CLM60008","200KandAbove"
"CLM60022","lessthan100K"
"CLM60024","200KandAbove"
"CLM60030","lessthan100K"
"CLM60032","100K-lessthan200K"
"CLM60037","lessthan100K"
"CLM60043","100K-lessthan200K"
"CLM60060","100K-lessthan200K"
"CLM60061","lessthan100K"
"CLM60064","lessthan100K"
"CLM60072","lessthan100K"
"CLM60076","100K-lessthan200K"
"CLM60079","lessthan100K"
"CLM60081","200KandAbove"
"CLM60086","lessthan100K"
"CLM60088","200KandAbove"
"CLM60091","lessthan100K"
"CLM60092","lessthan100K"
"CLM60094","lessthan100K"
"CLM60107","100K-lessthan200K"
"CLM60111","100K-lessthan200K"
"CLM60115","lessthan100K"
"CLM60117","lessthan100K"
"CLM60133","100K-lessthan200K"
"CLM60136","lessthan100K"
"CLM60139","lessthan100K"
"CLM60141","lessthan100K"
"CLM60143","lessthan100K"
"CLM60146","lessthan100K"
"CLM60152","lessthan100K"
"CLM60165","100K-lessthan200K"
"CLM60169","lessthan100K"
"CLM60171","200KandAbove"
"CLM60175","lessthan100K"
"CLM60176","100K-lessthan200K"
"CLM60180","100K-lessthan200K"
"CLM60182","lessthan100K"
"CLM60184","100K-lessthan200K"
"CLM60190","lessthan100K"
"CLM60191","lessthan100K"
"CLM60200","lessthan100K"
"CLM60204","lessthan100K"
"CLM60212","100K-lessthan200K"
"CLM60213","100K-lessthan200K"
"CLM60215","lessthan100K"
"CLM60216","200KandAbove"
"CLM60217","lessthan100K"
"CLM60220","200KandAbove"
"CLM60224","100K-lessthan200K"
"CLM60225","lessthan100K"
"CLM60230","200KandAbove"
"CLM60231","lessthan100K"
"CLM60234","200KandAbove"
"CLM60235","200KandAbove"
"CLM60237","100K-lessthan200K"
"CLM60238","200KandAbove"
"CLM60239","100K-lessthan200K"
"CLM60240","lessthan100K"
"CLM60242","100K-lessthan200K"
"CLM60247","lessthan100K"
"CLM60249","200KandAbove"
"CLM60252","lessthan100K"
"CLM60256","200KandAbove"
"CLM60261","lessthan100K"
"CLM60269","lessthan100K"
"CLM60270","100K-lessthan200K"
"CLM60274","200KandAbove"
"CLM60284","200KandAbove"
"CLM60285","200KandAbove"
"CLM60286","200KandAbove"
"CLM60288","100K-lessthan200K"
"CLM60294","lessthan100K"
"CLM60299","200KandAbove"
"CLM60301","200KandAbove"
"CLM60314","lessthan100K"
"CLM60315","200KandAbove"
"CLM60320","100K-lessthan200K"
"CLM60321","100K-lessthan200K"
"CLM60327","100K-lessthan200K"
"CLM60332","100K-lessthan200K"
"CLM60334","lessthan100K"
"CLM60342","lessthan100K"
"CLM60353","lessthan100K"
"CLM60355","lessthan100K"
"CLM60357","lessthan100K"
"CLM60360","lessthan100K"
"CLM60364","100K-lessthan200K"
"CLM60366","200KandAbove"
"CLM60368","100K-lessthan200K"
"CLM60371","lessthan100K"
"CLM60374","lessthan100K"
"CLM60375","lessthan100K"
"CLM60376","lessthan100K"
"CLM60378","100K-lessthan200K"
"CLM60381","lessthan100K"
"CLM60388","lessthan100K"
"CLM60390","100K-lessthan200K"
"CLM60392","lessthan100K"
"CLM60395","200KandAbove"
"CLM60404","lessthan100K"
"CLM60409","lessthan100K"
"CLM60411","lessthan100K"
"CLM60412","100K-lessthan200K"
"CLM60417","lessthan100K"
"CLM60420","lessthan100K"
"CLM60424","lessthan100K"
"CLM60425","100K-lessthan200K"
"CLM60429","100K-lessthan200K"
"CLM60430","200KandAbove"
"CLM60431","lessthan100K"
"CLM60433","100K-lessthan200K"
"CLM60439","lessthan100K"
"CLM60440","lessthan100K"
"CLM60451","lessthan100K"
"CLM60453","lessthan100K"
"CLM60454","200KandAbove"
"CLM60459","lessthan100K"
"CLM60463","lessthan100K"
"CLM60464","200KandAbove"
"CLM60465","200KandAbove"
"CLM60466","lessthan100K"
"CLM60473","100K-lessthan200K"
"CLM60475","100K-lessthan200K"
"CLM60478","lessthan100K"
"CLM60484","100K-lessthan200K"
"CLM60487","200KandAbove"
"CLM60488","200KandAbove"
"CLM60490","100K-lessthan200K"
"CLM60493","lessthan100K"
"CLM60497","lessthan100K"
"CLM60498","200KandAbove"
"CLM60504","lessthan100K"
"CLM60507","lessthan100K"
"CLM60508","200KandAbove"
"CLM60510","lessthan100K"
"CLM60512","lessthan100K"
"CLM60520","200KandAbove"
"CLM60524","200KandAbove"
"CLM60526","200KandAbove"
"CLM60530","200KandAbove"
"CLM60532","lessthan100K"
"CLM60541","100K-lessthan200K"
"CLM60542","200KandAbove"
"CLM60552","100K-lessthan200K"
"CLM60565","200KandAbove"
"CLM60571","lessthan100K"
"CLM60573","100K-lessthan200K"
"CLM60577","lessthan100K"
"CLM60579","lessthan100K"
"CLM60587","200KandAbove"
"CLM60594","100K-lessthan200K"
"CLM60598","200KandAbove"
"CLM60604","100K-lessthan200K"
"CLM60607","lessthan100K"
"CLM60614","lessthan100K"
"CLM60617","100K-lessthan200K"
"CLM60632","100K-lessthan200K"
"CLM60633","lessthan100K"
"CLM60636","lessthan100K"
"CLM60641","100K-lessthan200K"
"CLM60644","lessthan100K"
"CLM60654","lessthan100K"
"CLM60656","100K-lessthan200K"
"CLM60659","lessthan100K"
"CLM60662","lessthan100K"
"CLM60666","100K-lessthan200K"
"CLM60668","lessthan100K"
"CLM60669","100K-lessthan200K"
"CLM60682","lessthan100K"
"CLM60685","200KandAbove"
"CLM60687","lessthan100K"
"CLM60692","lessthan100K"
"CLM60693","lessthan100K"
"CLM60694","lessthan100K"
"CLM60698","200KandAbove"
"CLM60706","200KandAbove"
"CLM60709","lessthan100K"
"CLM60710","200KandAbove"
"CLM60711","lessthan100K"
"CLM60716","lessthan100K"
"CLM60722","lessthan100K"
"CLM60724","lessthan100K"
"CLM60729","100K-lessthan200K"
"CLM60732","lessthan100K"
"CLM60737","lessthan100K"
"CLM60744","lessthan100K"
"CLM60749","lessthan100K"
"CLM60754","lessthan100K"
"CLM60755","lessthan100K"
"CLM60757","200KandAbove"
"CLM60766","lessthan100K"
"CLM60782","lessthan100K"
"CLM60788","200KandAbove"
"CLM60789","100K-lessthan200K"
"CLM60795","100K-lessthan200K"
"CLM60797","lessthan100K"
"CLM60799","100K-lessthan200K"
"CLM60800","200KandAbove"
"CLM60803","100K-lessthan200K"
"CLM60804","lessthan100K"
"CLM60807","lessthan100K"
"CLM60810","lessthan100K"
"CLM60820","lessthan100K"
"CLM60824","200KandAbove"
"CLM60833","100K-lessthan200K"
"CLM60835","100K-lessthan200K"
"CLM60841","lessthan100K"
"CLM60842","200KandAbove"
"CLM60843","100K-lessthan200K"
"CLM60844","lessthan100K"
"CLM60856","lessthan100K"
"CLM60857","lessthan100K"
"CLM60858","200KandAbove"
"CLM60862","200KandAbove"
"CLM60871","lessthan100K"
"CLM60876","lessthan100K"
"CLM60879","100K-lessthan200K"
"CLM60885","lessthan100K"
"CLM60888","100K-lessthan200K"
"CLM60889","200KandAbove"
"CLM60894","lessthan100K"
"CLM60897","100K-lessthan200K"
"CLM60899","lessthan100K"
"CLM60905","lessthan100K"
"CLM60906","100K-lessthan200K"
"CLM60907","lessthan100K"
"CLM60908","200KandAbove"
"CLM60910","lessthan100K"
"CLM60915","100K-lessthan200K"
"CLM60918","200KandAbove"
"CLM60919","lessthan100K"
"CLM60920","200KandAbove"
"CLM60928","100K-lessthan200K"
"CLM60929","200KandAbove"
"CLM60933","lessthan100K"
"CLM60944","lessthan100K"
"CLM60945","lessthan100K"
"CLM60949","200KandAbove"
"CLM60953","200KandAbove"
"CLM60959","200KandAbove"
"CLM60960","200KandAbove"
"CLM60963","lessthan100K"
"CLM60964","lessthan100K"
"CLM60966","lessthan100K"
"CLM60974","200KandAbove"
"CLM60975","lessthan100K"
"CLM60977","lessthan100K"
"CLM60978","lessthan100K"
"CLM60983","lessthan100K"
"CLM60991","lessthan100K"
"CLM60992","200KandAbove"
"CLM60993","lessthan100K"
"CLM60994","lessthan100K"
"CLM61002","100K-lessthan200K"
"CLM61006","100K-lessthan200K"
"CLM61011","lessthan100K"
"CLM61013","100K-lessthan200K"
"CLM61014","100K-lessthan200K"
"CLM61015","lessthan100K"
"CLM61016","100K-lessthan200K"
"CLM61017","200KandAbove"
"CLM61025","100K-lessthan200K"
"CLM61029","lessthan100K"
"CLM61033","100K-lessthan200K"
"CLM61037","lessthan100K"
"CLM61041","100K-lessthan200K"
"CLM61052","200KandAbove"
"CLM61053","lessthan100K"
"CLM61060","100K-lessthan200K"
"CLM61066","lessthan100K"
"CLM61070","200KandAbove"
"CLM61071","lessthan100K"
"CLM61072","100K-lessthan200K"
"CLM61082","200KandAbove"
"CLM61083","200KandAbove"
"CLM61087","200KandAbove"
"CLM61089","lessthan100K"
"CLM61093","100K-lessthan200K"
"CLM61103","lessthan100K"
"CLM61105","lessthan100K"
"CLM61111","lessthan100K"
"CLM61112","lessthan100K"
"CLM61113","200KandAbove"
"CLM61115","lessthan100K"
"CLM61117","lessthan100K"
"CLM61123","lessthan100K"
"CLM61124","lessthan100K"
"CLM61125","lessthan100K"
"CLM61128","100K-lessthan200K"
"CLM61129","100K-lessthan200K"
"CLM61134","lessthan100K"
"CLM61157","lessthan100K"
"CLM61162","lessthan100K"
"CLM61164","200KandAbove"
"CLM61167","lessthan100K"
"CLM61169","200KandAbove"
"CLM61174","100K-lessthan200K"
"CLM61179","lessthan100K"
"CLM61182","lessthan100K"
"CLM61186","200KandAbove"
"CLM61201","lessthan100K"
"CLM61204","100K-lessthan200K"
"CLM61217","100K-lessthan200K"
"CLM61222","lessthan100K"
"CLM61225","lessthan100K"
"CLM61226","lessthan100K"
"CLM61227","lessthan100K"
"CLM61229","lessthan100K"
"CLM61231","200KandAbove"
"CLM61240","100K-lessthan200K"
"CLM61243","lessthan100K"
"CLM61244","100K-lessthan200K"
"CLM61249","lessthan100K"
"CLM61255","lessthan100K"
"CLM61266","100K-lessthan200K"
"CLM61270","200KandAbove"
"CLM61275","100K-lessthan200K"
"CLM61277","100K-lessthan200K"
"CLM61279","100K-lessthan200K"
"CLM61283","200KandAbove"
"CLM61289","lessthan100K"
"CLM61290","200KandAbove"
"CLM61291","lessthan100K"
"CLM61292","100K-lessthan200K"
"CLM61293","200KandAbove"
"CLM61299","100K-lessthan200K"
"CLM61300","200KandAbove"
"CLM61301","lessthan100K"
"CLM61302","100K-lessthan200K"
"CLM61306","lessthan100K"
"CLM61307","lessthan100K"
"CLM61309","lessthan100K"
"CLM61314","lessthan100K"
"CLM61315","lessthan100K"
"CLM61317","lessthan100K"
"CLM61319","lessthan100K"
"CLM61328","lessthan100K"
"CLM61331","lessthan100K"
"CLM61339","100K-lessthan200K"
"CLM61344","lessthan100K"
"CLM61345","lessthan100K"
"CLM61353","lessthan100K"
"CLM61354","200KandAbove"
"CLM61357","lessthan100K"
"CLM61361","100K-lessthan200K"
"CLM61364","200KandAbove"
"CLM61365","100K-lessthan200K"
"CLM61370","100K-lessthan200K"
"CLM61378","lessthan100K"
"CLM61380","100K-lessthan200K"
"CLM61386","lessthan100K"
"CLM61392","100K-lessthan200K"
"CLM61401","200KandAbove"
"CLM61405","200KandAbove"
"CLM61406","lessthan100K"
"CLM61410","lessthan100K"
"CLM61423","200KandAbove"
"CLM61424","lessthan100K"
"CLM61426","100K-lessthan200K"
"CLM61427","100K-lessthan200K"
"CLM61436","lessthan100K"
"CLM61441","200KandAbove"
"CLM61457","lessthan100K"
"CLM61460","lessthan100K"
"CLM61464","lessthan100K"
"CLM61467","lessthan100K"
"CLM61473","lessthan100K"
"CLM61474","200KandAbove"
"CLM61477","lessthan100K"
"CLM61480","200KandAbove"
"CLM61482","lessthan100K"
"CLM61483","lessthan100K"
"CLM61485","100K-lessthan200K"
"CLM61488","100K-lessthan200K"
"CLM61489","lessthan100K"
"CLM61495","lessthan100K"
"CLM61499","100K-lessthan200K"
"CLM61507","lessthan100K"
"CLM61508","lessthan100K"
"CLM61511","200KandAbove"
"CLM61514","100K-lessthan200K"
"CLM61516","100K-lessthan200K"
"CLM61524","lessthan100K"
"CLM61528","200KandAbove"
"CLM61531","100K-lessthan200K"
"CLM61534","lessthan100K"
"CLM61535","100K-lessthan200K"
"CLM61544","100K-lessthan200K"
"CLM61548","lessthan100K"
"CLM61549","200KandAbove"
"CLM61561","lessthan100K"
"CLM61563","100K-lessthan200K"
"CLM61564","100K-lessthan200K"
"CLM61566","100K-lessthan200K"
"CLM61570","100K-lessthan200K"
"CLM61575","lessthan100K"
"CLM61579","200KandAbove"
"CLM61588","lessthan100K"
"CLM61590","200KandAbove"
"CLM61592","lessthan100K"
"CLM61600","200KandAbove"
"CLM61601","lessthan100K"
"CLM61602","100K-lessthan200K"
"CLM61607","lessthan100K"
"CLM61618","lessthan100K"
"CLM61620","lessthan100K"
"CLM61634","200KandAbove"
"CLM61636","100K-lessthan200K"
"CLM61638","lessthan100K"
"CLM61646","lessthan100K"
"CLM61647","100K-lessthan200K"
"CLM61652","lessthan100K"
"CLM61654","100K-lessthan200K"
"CLM61656","lessthan100K"
"CLM61664","100K-lessthan200K"
"CLM61671","lessthan100K"
"CLM61673","lessthan100K"
"CLM61675","lessthan100K"
"CLM61676","100K-lessthan200K"
"CLM61687","lessthan100K"
"CLM61695","200KandAbove"
"CLM61696","200KandAbove"
"CLM61698","200KandAbove"
"CLM61703","100K-lessthan200K"
"CLM61705","lessthan100K"
"CLM61711","lessthan100K"
"CLM61714","lessthan100K"
"CLM61724","lessthan100K"
"CLM61729","lessthan100K"
"CLM61733","100K-lessthan200K"
"CLM61735","100K-lessthan200K"
"CLM61742","200KandAbove"
"CLM61743","100K-lessthan200K"
"CLM61749","lessthan100K"
"CLM61758","100K-lessthan200K"
"CLM61762","100K-lessthan200K"
"CLM61770","lessthan100K"
"CLM61773","lessthan100K"
"CLM61788","lessthan100K"
"CLM61789","lessthan100K"
"CLM61790","lessthan100K"
"CLM61794","lessthan100K"
"CLM61797","100K-lessthan200K"
"CLM61799","lessthan100K"
"CLM61801","200KandAbove"
"CLM61809","200KandAbove"
"CLM61810","lessthan100K"
"CLM61816","lessthan100K"
"CLM61818","200KandAbove"
"CLM61826","100K-lessthan200K"
"CLM61830","lessthan100K"
"CLM61831","200KandAbove"
"CLM61837","lessthan100K"
"CLM61838","lessthan100K"
"CLM61839","100K-lessthan200K"
"CLM61841","lessthan100K"
"CLM61845","200KandAbove"
"CLM61848","200KandAbove"
"CLM61853","100K-lessthan200K"
"CLM61856","200KandAbove"
